label,text,title
family-conflict,"I've never been able to talk with my parents. My parents are in their sixties while I am a teenager. I love both of them but not their personalities. I feel that they do not take me seriously whenever I talk about a serious event in my life. If my dad doesn’t believe me, then my mom goes along with my dad and acts like she doesn’t believe me either. I’m a pansexual, but I can’t trust my own parents.
I've fought depression and won; however, stress and anxiety are killing me. I feel that my friends don't listen to me. I know they have their own problems, which I do my best to help with. But they don't always try to help me with mine, when I really need them. I feel as if my childhood has been taken from me. I feel as if I have no one whom I can trust.",How can I get people to listen?
family-conflict,"My new daughter-in-law just informed me that she is smoking marijuana while pregnant because of her morning sickness. I’m in shock and I don’t know how to respond. I just lost my mom, and she was good with advice.",My daughter-in-law is smoking marijuana while pregnant
family-conflict,"She treats me like I'm not in her presence. She’s always yelling at me for no reason. She gives more respect to my brothers than me, but only my brothers fight her while I respect her.",Why does my mom show more love to my brothers than me?
relationships,"I found the guy I’m dating on dating websites. He was telling women that they were beautiful. He said it wasn’t him and that the phone was hacked. It has since happened two other times. He says he loves me and I’m the only girl he wants to be with, but I feel he is not telling me the truth.",What should I do after finding my boyfriend flirting on dating websites?
relationships,I told him I liked him. He called me lovely and pretty but he said he didn’t want a relationship. He would always flirt with me.,"Should I wait for this guy to make a move, or just move on?"
relationships,"I've been in a relationship for almost a year, and I absolutely trust my boyfriend. He treats me nice, checks on me, and tells me sweet things. However, when it comes to making life decisions, I feel he is very immature. I try to talk things out so we can compromise or make sound decisions together, but he lacks any ideas and prefers to just go with anything to avoid fighting. As far as dates, if I don't say anything, plan it, or have money to chip in, we will not go. I feel like I put in a lot of work supporting and sometimes spoiling, and all I get is a loyal man who will not cheat and say sweet things on occasion.",Am I being picky when it comes to my boyfriend?
relationships,"I feel as though I'm suffering severe abandonment issues stemming from childhood. I convince myself I'm not worthy of happiness, and I’m always afraid I'm doing something wrong. It's as if I create little scenarios in my mind, and I start to believe them.",My relationship is suffering from severe abandonment issues
relationships,I’ve been in a long distance relationship with my girlfriend for just over a year. This past week she admitted to me that she has feelings for another guy. She says it’s “just a crush” but I don't know how to cope with it.  How should I deal with this?,How can I deal with a “crush” in a relationship?
relationships,My boyfriend is in recovery from drug addiction. We recently got into a fight and he has become very distant. I don't know what to do to fix the relationship.,How do I fix my relationship?
relationships,How do I decide if I should end my relationship with my boyfriend?,Should I end it?
relationships,"I met this girl in high school. She had switched schools at the end of the year, and I have not seen her since. It's been a few years. We had a very good and friendly relationship, and we seemed to have a lot in common. I never gained the courage to ask her out.",How can I get over this girl I only knew for a year?
relationships,"Every time my partner gets angry for anything, she takes it out on me. Nothing I do is right, and once she's mad, she calls me all kinds of names and is verbally abusive. She says it isn’t abuse, it’s just angry verbal bashing, and that it’s different. It gets worse each time. The names are very vulgar now.",How do I get my partner to stop verbally abusing me?
relationships,"My kid’s dad and I broke up two years ago. He still wants me back, and I just started to fall for him again. But our kids are with Child Protective Services: that’s why we broke up. He started to talk to other women, and he put his hands on me.",I'm falling for my abusive and cheating ex-boyfriend
relationships,"I feel as though I'm suffering severe abandonment issues stemming from childhood. I convince myself I'm not worthy of happiness, and I’m always afraid I'm doing something wrong. It's as if I create little scenarios in my mind, and I start to believe them.",My relationship is suffering from severe abandonment issues
relationships,"I'm a teenager, and throughout my entire life, I've never really had good parents, or parents at all for that matter. I'm not exaggerating. I was living with my mom and grandparents until my father, in prison for most of my life, got out when I was in middle school. His mom, my grandma, only lived a mile down the road from my mom’s house, and I was so awe-stricken with my dad that I got to stay with him for a long time. Meanwhile, I did not realize that my mom was doing hardcore drugs. My mom went to prison for that and lost her café. We live in a very small town, so everyone knew about it, and I was bullied because of who my parents were. My dad ended up getting in with the wrong people and went back to prison.
 My mom and him had a mutual friend and often hung out at that person’s house. My parents did not get along at this point. We were driving him home one day from this house, and my mom stopped the car and kicked him out. He got out of the car, went to the driver’s side, and punched my mom in the face. I got out and told him not to hit my mom. At that point, I was really scared and mad that he did that, so I ran towards him to stop him. He literally picked me up and threw me on the back of a gravel road. I couldn't even walk. My mom tried to help me, but he started choking her. I hobbled over, and she barely got into the car, and we quickly drove away and called the police and ambulance. He was so badly strung out on drugs. He went to prison again and seems to be doing well. I met up with him once with my grandma, and we had coffee, but he's so hard to handle. I think a lot of it is that I can't bring myself to forgive him. My mom went back to prison again for drugs, and while she was in there, I moved in with my dad’s mom (the one who lived just down the road) because I trust her, her house is stable, and she's more nurturing, understanding, and loving then my other grandparents. I also stay at my boyfriend’s a lot. Now that my mom is out of prison, she's trying to control every aspect of my life. She’s trying to make me move back home out of Susan's house, and I don't want to. I don't like it there. They condone drug abuse and many other things, and I'm just not comfortable. She's even threatened to call the police and say I'm a runaway because she has custody of me. My boyfriend has always had this picture-perfect life, and his family are strict Christians. One time, his mom even went as far as to say that if he and I break up, if we were having sex, I would say that he raped me. I've got so many problems I don't even know what to do.",How can I quit resenting my parents for the horrible life they provided for me?
counseling-fundamentals,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.  I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
 I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",Do I have too many issues for counseling?
relationships,"My fiancé and I come from a strong Christian background but both went off the ""straight and narrow"" once before. He is having a hard time accepting my past, especially that I'm not a virgin. He has a hard time in general accepting himself and others.  His insecurities are hurting our relationship. How can I help him let go of my past and decide to live in the present?",How can I help my fiancé accept and let go of my past?
relationships,"My girlfriend recently started hanging out a lot more with one of her friends who did her wrong in the past and just walked out on her. So for the past 3 years its been just me and my girlfriend. Things have been great up until the last month. Now she ignores me and texts and hangs oit with her friend more and more.
 I dont know what to do anymore. My girlfriend is so distant. How do I keep from losing her?",I'm scared of losing my girlfriend
relationships,"My son was diagnosed with autism a few years ago and I stopped working so that I could take care of him. I also was dealing with an abusive relationship (mentally, physically, and emotionally). Now I live like a recluse and I always feel nervous around people.
 How can I feel more comfortable around other people?",I want to feel more comfortable around people
relationships,"My boyfriend is always saying he's done with me and says he's leaving, but then at the end of the night, he's still here. He wakes up in the morning, acts like nothing happen, and repeats this every night.",Why does my boyfriend threaten to leave every night?
relationships,"He said that if I were to visit my mother, he will be gone when I get back. My boyfriend and I hit a rough patch in our relationship a few months back, and my mom had a few choice words with him.",My boyfriend of a little over a year has a problem with me going to visit my mother
relationships,"When my boyfriend gets in a snit, he gives me the silent treatment for days. When I ask what is wrong, I get nothing: no reply, no phone call. If he does reply, it is something very sarcastic and hurtful. He never admits he is wrong and never apologizes.",How do I handle getting the silent treatment from my boyfriend?
relationships,"I was never single, afraid to be alone, and I looked for my boyfriend to make me happy. I finally worked on my self, was in a relationship, and I did everything a healthy girlfriend does and it didn't work out. Now months later, no man peaks my interest. Am I ready to date again? Is there a reason no one sparks my interest?",How come no man sparks my interest?
relationships,"There are issues from my past that have me very heavily burdened in my heart. I've been torn for so many years and I need help so I can move on with my life.
 I experienced trauma when I was 8 years old and I did come out about it until I was 40.
 Now I know this is what's holding me back on my happiness. I've met a very loving and caring man but because I'm holding on to these things from my past I’m pushing him away.
 How can I get my life back?",My past is holding me back from my future. How can I get my life back?
relationships,"I don't know if I'm normal. I'm really scared to touch a girl. I'm a young adult and a virgin. My fiancée and I want to have sex soon, and this might mess everything up because she wants a baby soon as well.",Why am I scared to touch a girl?
relationships,"I have a mother who is still running my life even though I'm almost 30 years old. I want to move out and live my own life, but it feels like as long as I do what my mom wants our relationship is okay. It's never okay if I don't do what she wants.  I don't know how to start making my own decisions and not worry about whether it's right in her eyes. Would it help for me to talk to someone about this?",I want to make my own decisions
relationships,I’ve been in a long distance relationship with my girlfriend for just over a year. This past week she admitted to me that she has feelings for another guy. She says it’s “just a crush” but I don't know how to cope with it.  How should I deal with this?,How can I deal with a “crush” in a relationship?
relationships,I was with my boyfriend for years on and off. We dated and broke up three times. Since we broke up five months ago I can't move on. I want to get back together but he won't talk to me. What should I do?,I'm having a hard time with a breakup
counseling-fundamentals,How does a counselor decide when to end counseling sessions or to terminate working with a client?,How does counseling end?
counseling-fundamentals,Does counseling really do anything that can help people?,How does counseling help people?
counseling-fundamentals,,How does a counselor diagnose someone with a disorder?
counseling-fundamentals,What are the basic skills a good counselor needs to have?,What are the skills needed by a counselor?
counseling-fundamentals,"How do therapists classify the type of personality their clients have? What characteristics do they look at to decide what type of personality the client has? I've read about this online, but I'd like to understand this from a therapist's point of view.",How do therapists characterize personality types?
counseling-fundamentals,"Is it normal for people to cry during therapy, or is it just me?",Is it normal to cry at therapy?
counseling-fundamentals,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.  I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
 I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",Do I have too many issues for counseling?
counseling-fundamentals,"How do you know you have the right therapist for you?
How would I know how to ""train"" my therapist to be able to give me what I need from treatment?",How would I know if I have the right therapist?
counseling-fundamentals,"How do you know you have the right therapist for you?
How would I know how to ""train"" my therapist to be able to give me what I need from treatment?",How would I know if I have the right therapist?
counseling-fundamentals,"Is it normal for people to cry during therapy, or is it just me?",Is it normal to cry at therapy?
counseling-fundamentals,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.  I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
 I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",Do I have too many issues for counseling?
counseling-fundamentals,How does a person start the counseling process?,How does someone approach a counselor?
counseling-fundamentals,I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky. Is this normal? Should I still be feeling like this?,Is it normal to go into therapy feeling nervous?
counseling-fundamentals,Does counseling really do anything that can help people?,How does counseling help people?
counseling-fundamentals,What are some difficulties that a counselor can encounter when dealing with a client?,Are some clients more difficult than others?
counseling-fundamentals,How does a counselor decide when to end counseling sessions or to terminate working with a client?,How does counseling end?
counseling-fundamentals,"How do you know you have the right therapist for you?
How would I know how to ""train"" my therapist to be able to give me what I need from treatment?",How would I know if I have the right therapist?
counseling-fundamentals,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.  I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
 I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",Do I have too many issues for counseling?
counseling-fundamentals,"Is it normal for people to cry during therapy, or is it just me?",Is it normal to cry at therapy?
counseling-fundamentals,Does counseling really do anything that can help people?,How does counseling help people?
counseling-fundamentals,"Is it normal for people to cry during therapy, or is it just me?",Is it normal to cry at therapy?
counseling-fundamentals,"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.  I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
 I’ve never had counseling about any of this. Do I have too many issues to address in counseling?",Do I have too many issues for counseling?
counseling-fundamentals,"How do you know you have the right therapist for you?
How would I know how to ""train"" my therapist to be able to give me what I need from treatment?",How would I know if I have the right therapist?
relationships,For the past week or so me and my boyfriend have been fighting. He has been making a lot of bad choices and he is currently hospitalized. I'm barely eating or sleeping because I'm constantly worried about him. Everyone else in my life says that I should just forget about him and walk away. What should I do?,How do I choose the right path with my boyfriend?
relationships,"I have a friend that who I used to be in a relationship with. It was brief and turned into us being just good friends.
 I spent the weekend with him and it upset my boyfriend. Was i wrong?",My boyfriend is upset about my friendship with another guy
relationships,"When my boyfriend gets in a snit, he gives me the silent treatment for days. When I ask what is wrong, I get nothing: no reply, no phone call. If he does reply, it is something very sarcastic and hurtful. He never admits he is wrong and never apologizes.",How do I handle getting the silent treatment from my boyfriend?
relationships,I believe it is wrong for men to look at inappropriate content. The father of my child has agreed to respect my beliefs. His co-worker sent him an inappropriate video. He got mad because he does not think he should tell his friend to not send him things like that.,A friend of my child's father is sending him inappropriate content
relationships,I'm 15 and my girlfriend is 14. Am I a pedophile because I'm attracted to her and she's under 18?,Is it wrong for me to be attracted to my girlfriend?
relationships,My boyfriend and I have been arguing every night about the same thing. He also tells me that if I go visit my mother out of state he will be gone when I get back. He and my mother do not get along. What should I do?,I feel like my relationship is falling apart
relationships,"My ex-girlfriend says she's bored and wants to experience life single. I treated her really badly and caused meaningless fights when she didn't do anything, I feel remorseful, and I'm willing to do whatever it takes to get her back. She's unhappy. When I called her, she was crying and said she will text me when she's ready.",How do I get my ex-girlfriend back?
relationships,"I was talking to my fiance about changing my hair. He recommended a very specific hair style. Then I found out his ex has that exact same hair. I feel like he must know she has that hair style. Am I nuts, or does this show that he's still in love with her?",I feel like my fiance still in love with his ex
relationships,"After my fiancé cheated on me because of a miscommunication, I pulled myself away from him.  Now he says all he wants is be with me. I'm pushing him away mentally now because he cheated on me again. I make plans with him that I don't keep. I really do love him still and I care about him. Should I give home one more chance?",Should I give him another chance?
relationships,The past always feels much brighter and more beautiful than my present. Everything about what's gone feels so amazing; almost like I'm high off nostalgia. But in the end it just makes me feel sadder knowing that all of the memories (and a close friend that left me) are gone forever. How do I move past that and live more in the present?,How can I stop craving nostalgia?
relationships,"I have a lot of child custody concerns, financial issues, insecurities and weigh gain. I also have no local family support. It's hard for me to stay positive. I get very emotional and take it out on the people I love. How can I stay strong?",How can I stay strong?
relationships,I am in my 30s with 2 kids and no job and I'm behind on the bills. I've been trying everything with no results. I feel like everyone else puts their needs in front on mine. I give intil it hurts and I'm afraid that I'm going to fail my babies  I've been struggling for 5 yrs in a relationship with no communication and no alone time. How can I get some support?,I feel stuck in life. What can I do?
relationships,"Whenever I sing along with a song that I like (even if it's just for the beat and not the lyrics), my boyfriend assumes that the words of the song mean something negative about our realationship.  I don't why he gets so mad and assumes I mean something negative from every song. Now I can't enjoy and sing a song without him thinking I'm trying to give him a hint. He even accuses me of cheating and lying. It's driving me nuts. I love him and would never do such an awful thing ever. How can I get him to understand?",Why does my boyfriend think every some I like means something about our relationship?
relationships,"I was in a relationship with a woman for four years. We both made mistakes, but I do love her.  She has moved in with another lady. I think she is just cheating on me to make me miss her. How can I find out for sure?",How can I find out I'm being cheated on?
relationships,"I feel like I took our relationship for granted and he's now to the point that he's giving up.
 I have had trouble feeling like I could trust him but he's given me no reason not to trust him. I know my attitude is also a big issue for him. I have a lot of obligations at home so we don't spend a lot of time together.  How can I fix this relationship?",My boyfriend feels that I have taken advantage of him
relationships,"I really like this guy and I think he likes me back, but his sister is my bestfriend. I'm afraid that if I tell her I have a crush on her brother she would loose it. I once told her I thought her brother was cute and she got really angry. I've gotten to know her brother better lately and I've realized he may actually feel the same way. I don't want to lose her friendship. What do I do?",I have a crush on my bestfriend's brother
relationships,"I have a friend that who I used to be in a relationship with. It was brief and turned into us being just good friends.
 I spent the weekend with him and it upset my boyfriend. Was i wrong?",My boyfriend is upset about my friendship with another guy
relationships,My girlfriend just quit drinking and she became really depressed. She told me that she wants to move. What can I do to help her? I want her to stay.,How can I help my girlfriend?
relationships,"We rent from from my boyfriend's parents. His father drops by unannounced and stays for long periods of time. He lets himself into our home when we aren't there on a daily basis and takes our dogs to his house. He picks up our mail. He has NO boundaries.  He's an opinionated, rude pushy person. He expects to spend every weekend around us, gives unsolicited advice on child rearing and does not respect our privacy at all. He barges in with no warning. He has a key and lets himself into our house without asking permission. I need help. How do I address this?",I don't know how to deal with my boyfriend's father
relationships,I don't know how to tell someone how I feel about them. How can I get better at expressing how I feel?,Why is it hard for me to express myself?
relationships,My boyfriend is in recovery from drug addiction. We recently got into a fight and he has become very distant. I don't know what to do to fix the relationship.,How do I fix my relationship?
relationships,"I think adult life is making him depressed and we often sleep in on weekends untill 1 or 2 pm. We just eat, smoke weed, watch movies, and he'll go on his phone all day. He doesn't seem motivated to do much and he's often angry.
  I have no clue how to help him take his mind off the negative, or to distract him into a different light. How do I help him?",How do I help my 20 year old boyfriend who says he hates his life?
relationships,"I have been married for 11 years. Within the past 2 years we have drifted far apart. We coexist together but there is very little personal interest in each other. I often feel that my husband has ""friends"" at work that he is more emotional invested in than me. I feel very alone and just uncared for. Is there anything I can do to feel reconnected?",I feel completely alone in my marriage
counseling-fundamentals,"Is it normal for people to cry during therapy, or is it just me?",Is it normal to cry at therapy?
counseling-fundamentals,"How do you know you have the right therapist for you?
How would I know how to ""train"" my therapist to be able to give me what I need from treatment?",How would I know if I have the right therapist?
parenting,"My dad refuses to acknowledge my anxieties about going to parties, dinners, etc. Whenever I have an opinion it gets shut down. My mom and everyone else behaves likewise. For my father who heads a company, this is normal. He has to be right all the time. He blatantly refuses to even try to see it from my angle.  Recently however, it's been getting to the point where I feel pressured and unable to speak my mind. It isn't possible for me to get professional one-on-one help. He tells me to grow a pair and get over it. I recently have been developing more severe body image and self-confidence issues, which I have had all my life. I feel invalidated by my dad. I have been more paranoid lately as well. I can't turn on location services anymore on my phone because of a past incident. He makes me feel guilty about it. I feel rather worthless more often than not, unfortunately. What do I do?",What can I do if my parents refuse to acknowledge my anxiety and self-confidence issues?
parenting,"She cried because she lost all trust in me. Now I feel disgusting and like my heart just got stabbed, what do I do?","I lied to my mom, then felt bad and told her the truth"
parenting,I regret ever hurting her and they mean the world to me. But it feels like nothing I do seem to work.I'll always love them no matter what and when I'm with them nothing else matters. I love them more then anything. I don't want another guy raising my kids.,I want to get back with my kid's mother and be a family again
parenting,,How do I quit letting little things bother me and be the mom that my kids deserve?
self-esteem,"I constantly feel like everyone is up against me and trying their best to shut me down. It's ruining my mood and even my whole self. I have trouble sleeping, and I keep having sleep paralysis while dreaming of others mocking and judging me.",Why do I feel like everyone hates me?
self-esteem,"Something happened this summer that I cannot forgive myself for. When I think about what happened, I feel ashamed and guilty even though my loved ones forgave me.",How can I forgive myself?
self-esteem,"I feel like every time I do something someone asks me to, I never fully meet what they want. I feel that when I finish it, they always think that they should have picked someone else to do it. I feel like they just want nothing to do with me.",Why do I feel like I can never meet people's expectations?
self-esteem,"I am in my mid 30s. I feel I have used only 5% of my potential. I am in film making, but everything is stuck. I've never had a serious relationship. I had worthless jobs. I do a lot of meditation to try to fix it.",What can I do when I feel like I'm not using my potential?
self-esteem,"I feel like I was born in the wrong body I feel like I should be a girl not a boy
Ever since I was young, I have wanted to be a girl. I felt like what I was wasn’t me. I want to know what I can do about it. My family is against transgender people and don't want anything to do with them. I want to be “me.” I feel as if I'll be happy then. I don't look in mirrors, and I don't like my reflection. Recently, I have been taking things to help even though they were not prescribed. I know I should have this handled by a professional.",i feel like i was born in the wrong body
self-esteem,"I'm always told I'm not good enough or trying hard enough. I put 100% in to every thing. I'm worn out, I've worked on all of my family relationships, I'm doing great in school, I'm kind to those in need and otherwise. I stick to my religious beliefs and leave room for mistakes and learn from others so I don't have to make as many and the ones I do I learn from. Somehow it's still not good enough and nothing I do works. Nothing has changed, and I feel hopeless. Any suggestions or ideas?","How do I cope with ""never being good enough?"""
self-esteem,"I always feel the need to impress people, whether it's my family, the people at school, or just random people. I know that no matter what I do or how I change, there will always be some people who hate me. Why do I feel this way?",How can I care less about what people think?
self-esteem,I hate everything I see in the mirror. I don't like being in pictures and always scribble out my face. It's stressing me out. I don't trust my parents enough to tell them and I don't know what to do.,I hate the way I look
self-esteem,"I keep feeling paralyzed and unsure during interviews. Previous jobs have fired me for lack of performance, and five employers have rejected me after extensive personality tests and interviews. I'm afraid of continuing because my depression is getting worse. I'm already humiliated working for temp agencies and doubt my self-worth as a provider for my family.",Is my depression sabotaging my job search?
intimacy,,What can I do when my boyfriend says he's not ready for marriage?
intimacy,"I believe my partner has a masturbation and porn problem. He masturbates daily, even when I am lying in bed sleeping beside him. We have sex once a week. He is rough and worries about his needs. He never touches me, and treats me like a porn star, wanting to finish on my face or chest.",How do I deal with a lack of intimacy and partner's addiction to solo sex and porn?
intimacy,"I’m a man, and I’m soon to be married. I have been messing around with other men on the side. It started as a once in a while thing, but it’s been happening a lot. I don't know what to do.","I'm soon to be married, and I've been messing around with others"
intimacy,,How do I discuss my fetishes with wife when she is very sexually passive and insecure?
self-esteem,I feel like I'm trying to convince myself that I'm okay when I'm not. I'm always blocking out the bad things and forgetting. I also feel like nobody cares for me and they never will. I feel truly alone.,Am I going to be alone forever?
self-esteem,"Everyone around me is much smarter and flaunts it. Everyone around me is skinny, and here I am trying to throw up so I'm not fat. Everything I do is wrong, and I can't seem to do anything right! No one else at school seems to feel the way I do! Is this normal teenage girls feelings? I don't think these feelings are normal.","I feel like I'm this dumb fat girl that no one likes, and everything is my fault. Are these normal teenage girl feelings?"
self-esteem,"I have lately been having lots of anxiety and self-loathing about the fact that I am a young adult virgin girl who has never had a boyfriend before. It seems like everyone my age has already had boyfriends by now or are not virgins anymore, and I just had my first kiss five months ago. I’m worried that, at this rate, I won’t have a boyfriend for a very long time. The problem is that I want to lose my virginity to my first boyfriend who cares about me, but at the same time, I don't want to be waiting forever in order to experience sex. I have already given in to bad temptations by hooking up with random strangers on social media sites and having oral sex with them. Luckily, they were nice guys, but none of them wanted a relationship with me. I feel dirty by doing this, but I feel pressured to do this things in order to seem normal.
 Most people are surprised when they find out that I am a virgin or never had a boyfriend because people think I am really good looking. I am tall, I play lots of sports, and I get excellent grades in school. I am in my first year of university right now, and no guys have approached me to go out on a date or showed any interest. It bothers me. Most of the people in my family have been in relationships at my age already. I feel like I will be single forever sometimes.",I'm worried that I will be single forever
self-esteem,"I have been in a relationship with my boyfriend for about six years now. In the past, our relationship was difficult and frustrating. We argued a lot, and due to that, there was a lot of tension between us. We stayed together because we love each other and wanted to make it work. I used to party a lot, and several times I got into situations where I would end up kissing someone else. These situations were never more than just kissing. I have come clean about these situations with my boyfriend, and he decided to forgive and move forward with me. I love him so much and want to work things out too, but I'm having a difficult time understanding how he can forgive me. I can't seem to forgive myself. I'm overwhelmed with feelings of guilt and unworthiness.",How can my boyfriend forgive me when I can't forgive myself?
self-esteem,I've been with the mother of my child for years.,Why do I keep letting myself get cheated on?
self-esteem,"I started seeing this guy that I met at a mutual friend’s place. He recently broke up with his ex-girlfriend and started seeing me. Everything was great in the beginning, then I started having low self-esteem thoughts and thinking he was hanging with his ex-girlfriend again. It’s all I think about. I am still seeing him, but things have changed because I am at a loss for words. I get stuck in my own thoughts. I like and care for him a lot. He just makes me nervous and gives me the butterflies.",Why am I all of a sudden having issues communicating with the guy I’m dating?
self-esteem,"I am a single mother. As a child, I was molested by my mother's boyfriend. I never knew my father. I started having children at 18 right after high school. After having children, I completely lost myself and gave all of my focus on my children. Now my children are getting older, but I still don't know myself. I've had several attempts at relationships, and they all fail. I stopped caring about a lot after my children's father left me. I fell into a spiral and got depressed.",How do I get to know myself?
self-esteem,"I feel so irritated and frustrated because of it. I get so angry to the point that I feel like I'm going to explode. I feel pathetic, stupid, and worthless. I just can't take this anymore.","I can't focus when I'm doing work, even when I try to force myself to do it"
self-esteem,I feel like I'm trying to convince myself that I'm okay when I'm not. I'm always blocking out the bad things and forgetting. I also feel like nobody cares for me and they never will. I feel truly alone.,Am I going to be alone forever?
self-esteem,"Something happened this summer that I cannot forgive myself for. When I think about what happened, I feel ashamed and guilty even though my loved ones forgave me.",How can I forgive myself?
self-esteem,"I'm in my early 20s. I’ve been married once, and he cheated on me. Ever since then, I've felt ugly no matter what. I'm engaged, and I still feel ugly. I don't like to take pictures of myself.",How come I feel ugly?
self-esteem,,"I like a guy, but I worry that he thinks I'm creepy"
self-esteem,"I don't know how to have emotions. I never had any from my birth. Being human, I think of myself as a monster. I enjoy pain. I cut myself for my climax during sex. I think most of the time, I lie, even when sometimes it would have been easy just to tell the truth. I was in rehabilitation for four year. I have made love with both men and women, but it made no impact in my emotions. The books that I enjoy reading H.P. Lovecraft and Edgar Allen Poe. I go hunting every Saturday. I feel powerful. I don't enjoy the killing of the creature, but the hunt of it and to eat and drink the flesh and blood of the creature.",How do I learn to feel emotion?
self-esteem,"I'm in my late 50s. I never loved or have been loved. I need deeper help than is offered in my small town, but I cannot leave this town because of agoraphobia. I find myself losing hope more and more. My brain barely works anymore, and my memory so small, I forget in a moment. I serve no purpose. I'm incapable of work or anything of value, and I never have been. I’m a complete waste of time and resources, and yet I keep trying. Why? Why does God insist that I continue to exist? I’m not suicidal, just tired.","I'm a mess physically, mentally, emotionally, and spiritually"
self-esteem,"Something happened this summer that I cannot forgive myself for. When I think about what happened, I feel ashamed and guilty even though my loved ones forgave me.",How can I forgive myself?
self-esteem,"I'm in my late 20s, and I've never had a boyfriend or even been on a date. I have no friends. I hate Facebook because everyone else has kids and a great husband and great paying jobs. I work in retail, and I can't find a job. I have an Associate degree. No one is not giving me a chance, and I'm getting upset and frustrated. I feel worthless and feel like everyone hates me. I feel like a failure, and I still live with my Dad. It's very embarrassing!",Why am I so angry and jealous?
self-esteem,"I've been having this ongoing problem for most of my life now. I am a young adult, and right now, driving and even being a passenger gives me terrible panic attacks and anxiety. I can't ride in the backseat or the front seat with the safety belt on. I have to lean the seat back a bit because the pressure on my back terrifies me. I miss so many opportunities to go places with friends and family because of my fears of having a panic attack. My family offers little to no support. They think it's fake or ""all in my head."" It makes me feel guilty and at times depressed to the point where I'd rather never wake up anymore. I am not self-harming, I just feel meaningless. This constant fear has taken over my thoughts and my life. I was such a happy person. I want my life back. I want to travel with my friends and family again, but I don't know how. I've almost given up hope on getting better and just accepting the fact that I'll live with this anxiety forever.","I need help with my severe claustrophobia, motorphobia, and anxiety"
self-esteem,"When I'm not cutting, I'm drinking. When I try healthy outlets such as exercise, I end up running myself down into an asthma attack. From weapons, to words, I can't help but self harm. What am I supposed to do, how do I stop this cycle? I don't know how else to cope or motivate myself without pain.",How do I cope or motivate myself without pain
self-esteem,I feel like I'm trying to convince myself that I'm okay when I'm not. I'm always blocking out the bad things and forgetting. I also feel like nobody cares for me and they never will. I feel truly alone.,Am I going to be alone forever?
self-esteem,"Whether it's to a guy or girl, I always feel insecure talking, and I am afraid of embarrassing myself and not being good enough. Even when I am walking, I worry about my appearance and facial expression and such.",Why am I so nervous talking to people?
self-esteem,"I'm a male in my 20s. My girlfriend is in her late 30s. She's great. She's funny and smart, she has a big heart, and we have an excellent sex life. She recently moved in with me partially because she wanted to and partially because she had no place to go. We fight a lot. It’s mostly my fault, I must admit. She doesn't like my insecurity and lack of trust I have for her. I have trust issues. Also, I can't fathom why a woman like her is with me, so I'm always dreading when a better dude will come along. I don't think she's happy. She's very submissive and she loves me very much, but also the fact that she has nowhere to go must be influencing her decision to stay. I love her so much, but my jealousy is not likely to diminish. I never believed in the whole ""If you love them, let them go,"" but I do now. I really want her to be happy. Should I end it with her? She has no place to go so I feel like I can’t break up with her. I’m literally trapped.",Should I break up with my live-in girlfriend?
self-esteem,"I like getting attention from men. I don't have sex. I lead them on to thinking I might want to. I like to tease, I like for men to chase me, and I like to feel wanted.","I'm desperate for attention, and I don't know what to do about it"
self-esteem,"For my whole life, I’ve been very unconfident, insecure, and self-questioning. I'm super quiet because I'm scared of what people will think of me. I avoid all social situations as it causes me great anxiety. It is how both of my parents have always been, and I feel like I'm doomed to that life also. It makes it super hard for me at work as the other employees try to use me and walk all over me because I’m too nice. It causes me depression and brings me down. I’m in my early twenties, and I really need to create a better life for myself. I've been like this for so long, so how do I change?",How do I become more confident and face social situations?
self-esteem,"I'm scared that I am with this man so I won't be alone. He should be with somebody who deserves him if this is the case, and I don’t want to hurt him.",How can I be sure that I'm not choosing my relationship out of fear of being alone?
